ticker,cik
PEREGRINE PHARMACEUTICALS INC,0000704562
TRINITY MERGER CORP,0001731536
ASSISTED LIVING CONCEPTS INC,0000929994
SMITHWAY MOTOR XPRESS CORP,0000941914
HIBBETT SPORTING GOODS INC,0001017480
GENE LOGIC INC,0001043914
FIRST WEST VIRGINIA BANCORP INC,0000037049
HEALTHSTREAM INC,0001095565
ENZO BIOCHEM INC,0000316253
INFORMIX CORP,0000799089
GEORESOURCES INC,0000041023
ELITE PHARMACEUTICALS INC,0001053369
INSITUFORM TECHNOLOGIES INC,0000353020
BRAUN CONSULTING INC,0001086757
LAUREL CAPITAL GROUP INC,0000892158
MAXCO INC,0000078966
TECH DATA CORP,0000790703
GUILFORD MILLS INC,0000044471
HOT TOPIC INC,0001017712
CLAIMSNET COM INC,0001046057
EBT INTERNATIONAL INC,0000917471
NOVADIGM INC,0000888358
CD WAREHOUSE INC,0001025822
LAWSON PRODUCTS INC,0000703604
MIDDLESEX WATER CO,0000066004
DATAKEY INC,0000704914
CHOICE ONE COMMUNICATIONS INC,0001091953
K FED BANCORP,0001270985
COMPETITIVE TECHNOLOGIES INC,0000102198
SCHEIN HENRY INC,0001000228
BARPOINT COM INC,0001013690
SHAKE SHACK INC,0001620533
KENNEDY WILSON INC,0000885720
PANAVISION INC,0001022911
CASH AMERICA INTERNATIONAL INC,0000807884
I MANY INC,0001104017
REGENT COMMUNICATIONS INC,0000913015
GRIC COMMUNICATIONS INC,0001059155
TOREADOR RESOURCES CORP,0000098720
NAVISTAR INTERNATIONAL CORP,0000808450
WIRE ONE TECHNOLOGIES INC,0000746210
PHARMACYCLICS INC,0000949699
GASTON FEDERAL BANCORP INC,0001051871
AUSPEX SYSTEMS INC,0000860749
AG SERVICES OF AMERICA INC,0000875354
HEALTHGATE DATA CORP,0001081630
UNITED SECURITY BANCSHARES INC,0000717806
ENTROPIN INC,0000837600
INFODATA SYSTEMS INC,0000050420
CENTURY BUSINESS SERVICES INC,0000944148
X RITE INC,0000790818
WEST CORP,0001024657
IONICS INC,0000052466
CORTECH INC,0000728478
WHITEHALL JEWELLERS INC,0000868984
RAINING DATA CORP,0000820738
GTECH HOLDINGS CORP,0000857323
WHITNEY HOLDING CORP,0000106926
HASTINGS MANUFACTURING CO,0000046109
METRO ONE TELECOMMUNICATIONS INC,0000920990
BROOKLINE BANCORP INC,0001049782
POWELL INDUSTRIES INC,0000080420
ACTIVEWORLDS COM INC,0001089531
TIPPERARY CORP,0000098410
HECLA MINING CO,0000719413
APTIMUS INC,0001087277
OPNET TECHNOLOGIES INC,0001108924
HEALTH MANAGEMENT ASSOCIATES INC,0000792985
GRAPHON CORP,0001021435
IBIS TECHNOLOGY CORP,0000855182
CRITICARE SYSTEMS INC,0000812121
APPLIED MOLECULAR EVOLUTION INC,0001111312
ATALANTA SOSNOFF CAPITAL CORP,0000792449
AMERICAN PHYSICIANS CAPITAL INC,0001118148
ABLE ENERGY INC,0001065728
SYSTEMS & COMPUTER TECHNOLOGY,0000707606
FOCUS ENHANCEMENTS INC,0000884719
CIPHERGEN BIOSYSTEMS INC,0000926617
DATA BROADCASTING CORP,0000888165
QUALITY SYSTEMS INC,0000708818
CONEXANT SYSTEMS INC,0001069353
LANTE CORP,0001100370
POWERWAVE TECHNOLOGIES INC,0001023362
GENVEC INC,0000934473
FLEETWOOD ENTERPRISES INC,0000314132
SAKS INC,0000812900
SWIFT TRANSPORTATION CO INC,0000863557
AMERICAN VANGUARD CORP,0000005981
MATRIX SERVICE CO,0000866273
MULTI LINK TELECOMMUNICATIONS IN,0001072313
NOVAMED EYECARE INC,0001086939
INTERMUNE PHARMACEUTICALS,0001087432
MCLEODUSA INC,0000919943
LIBERTE INVESTORS INC,0001017907
PINNACLE GLOBAL GROUP INC,0001071341
HENLEY HEALTHCARE INC,0000890284
PENNFED FINANCIAL SERVICES INC,0000920945
AVAYA INC,0001116521
PLAYTEX PRODUCTS INC,0000842699
SERVICE CORP INTERNATIONAL,0000089089
CASELLA WASTE SYSTEMS INC,0000911177
PAUL SON GAMING CORP,0000918580
VERTEX PHARMACEUTICALS INC,0000875320
TRAVELBYUS INC,0000355906
BOMBAY COMPANY INC,0000096287
MITCHAM INDUSTRIES INC,0000926423
AFTERMARKET TECHNOLOGY CORP,0000933405
NEW FORTRESS ENERGY LLC,0001749723
MUELLER INDUSTRIES INC,0000089439
GOUVERNEUR BANCORP INC,0001063942
IRWIN FINANCIAL CORP,0000052617
AMERIANA BANCORP,0000855574
BUCA INC,0001046501
3DSHOPPING COM,0001081920
IMPAC MORTGAGE HOLDINGS INC,0001000298
PATHFINDER BANCORP INC,0001046188
REEDS JEWELERS INC,0000805900
PHOENIX TECHNOLOGIES LTD,0000832767
INTELLI CHECK INC,0001040896
GUILFORD PHARMACEUTICALS INC,0000918066
RESTORATION HARDWARE INC,0000863821
CROSSROADS SYSTEMS INC,0001093207
COLUMBIA SPORTSWEAR CO,0001050797
EQUIDYNE CORP,0000352281
CUTTER & BUCK INC,0000948069
COMPLETE BUSINESS SOLUTIONS INC,0001028461
MESABA HOLDINGS INC,0000835768
TRIMBLE NAVIGATION LTD,0000864749
REHABCARE GROUP INC,0000812191
SPARTAN STORES INC,0000877422
CANADA SOUTHERN PETROLEUM LTD,0000016804
CIPRICO INC,0000720145
KUSHNER LOCKE CO,0000842009
GUARANTY FEDERAL BANCSHARES INC,0001046203
NASHUA CORP,0000069680
SEACOAST FINANCIAL SERVICES CORP,0001061692
AXONYX INC,0001070698
SALISBURY BANCORP INC,0001060219
SCIQUEST COM INC,0001082526
BENTON OIL & GAS CO,0000845289
DATALINK CORP,0001056923
NETGEAR INC,0001122904
TURBOCHEF TECHNOLOGIES INC,0000916545
THOMAS INDUSTRIES INC,0000097886
NSTOR TECHNOLOGIES INC,0000075448
TOLL BROTHERS INC,0000794170
HAUPPAUGE DIGITAL INC,0000930803
SCHNITZER STEEL INDUSTRIES INC,0000912603
CARDINAL FINANCIAL CORP,0001060523
NORTH CENTRAL BANCSHARES INC,0001005188
BOCA RESORTS INC,0001020905
TWIN DISC INC,0000100378
FIRST SECURITYFED FINANCIAL INC,0001042534
NETRATINGS INC,0001095480
ACLARA BIOSCIENCES INC,0001067588
STONERIDGE INC,0001043337
PHARMOS CORP,0000713275
E STAMP CORP,0001092917
CONVERA CORP,0001125536
HEMLOCK FEDERAL FINANCIAL CORP,0001029654
QUALYS INC,0001107843
UNIVERSAL CORP,0000102037
WEST MARINE INC,0000912833
KNIGHT TRANSPORTATION INC,0000929452
MINUTEMAN INTERNATIONAL INC,0000810876
FINET COM INC,0000852450
KRUG INTERNATIONAL CORP,0000096793
PEOPLES HOLDING CO,0000715072
WOLVERINE TUBE INC,0000821407
AMBAC FINANCIAL GROUP INC,0000874501
MAZEL STORES INC,0001022536
WESTPOINT STEVENS INC,0000852952
DATA SYSTEMS & SOFTWARE INC,0000880984
MULTIMEDIA GAMES INC,0000896400
FASTNET CORP,0001092536
ANSWERTHINK INC,0001057379
ARK RESTAURANTS CORP,0000779544
MOLDFLOW CORP,0001103234
MATTSON TECHNOLOGY INC,0000928421
HMG WORLDWIDE CORP,0000756680
MARINUS PHARMACEUTICALS INC,0001267813
DAISYTEK INTERNATIONAL CORP,0000887403
IMMUNOGEN INC,0000855654
NATURAL MICROSYSTEMS CORP,0000915866
LUMINEX CORP,0001033905
NIKU CORP,0001076641
HEMAGEN DIAGNOSTICS INC,0000892822
VIZACOM INC,0000926331
ARQULE INC,0001019695
DEPOMED INC,0001005201
AMERICAN SKIING CO,0001043432
RANGE RESOURCES CORP,0000315852
COMPUCOM SYSTEMS INC,0000736291
COMPUTERIZED THERMAL IMAGING INC,0001021853
BOLT TECHNOLOGY CORP,0000354655
SCANSOFT INC,0001002517
WESTERN GAS RESOURCES INC,0000856716
INVACARE CORP,0000742112
GREENBRIER COMPANIES INC,0000923120
DIGENE CORP,0001011582
CURATIVE HEALTH SERVICES INC,0000874212
SONIC AUTOMOTIVE INC,0001043509
GENESISINTERMEDIA COM,0001071522
TRANS INDUSTRIES INC,0000099102
ROCHESTER MEDICAL CORP,0000868368
NORDSTROM INC,0000072333
PERRIGO CO,0001585364
COMMONWEALTH BIOTECHNOLOGIES INC,0001042418
SKILLSOFT CORP,0001774675
WORLD ACCESS INC,0001071645
VERSATA INC,0001034397
SPARTECH CORP,0000077597
HANSEN NATURAL CORP,0000865752
ANGELICA CORP,0000006571
COMM BANCORP INC,0000730030
FIRST DEFIANCE FINANCIAL CORP,0000946647
ELOYALTY CORP,0001094348
HANCOCK HOLDING CO,0000750577
HOLLIS EDEN PHARMACEUTICALS INC,0000899394
SILICON IMAGE INC,0001003214
CATALYTICA ENERGY SYSTEMS INC,0001053361
FONAR CORP,0000355019
ACRES GAMING INC,0000912601
COASTAL BANCORP INC,0000919805
SCIENTIFIC LEARNING CORP,0001042173
RETURN ASSURED INC,0001020726
HOWTEK INC,0000749660
ENZON INC,0000727510
META GROUP INC,0001000015
TELLABS INC,0000317771
VERITY INC,0000949956
I3 MOBILE INC,0001045597
STEWART ENTERPRISES INC,0000878522
INTERPOOL INC,0000898777
STONEPATH GROUP INC,0001093546
CENTRA SOFTWARE INC,0001096658
WARNACO GROUP INC,0000801351
ALLOS THERAPEUTICS,0001097264
MCDATA CORP,0000731502
DEB SHOPS INC,0000715779
GLOBAL TECHNOVATIONS INC,0000800055
SIMPSON MANUFACTURING CO INC,0000920371
PHOTON DYNAMICS INC,0001002663
CASCADE BANCORP,0000865911
ONYX SOFTWARE CORP,0001014383
OIL DRI CORP OF AMERICA,0000074046
WORLD HEART CORP,0001024520
VERTICALNET INC,0001043946
ENDOCARDIAL SOLUTIONS INC,0000940659
LYNCH INTERACTIVE CORP,0001088771
OGLEBAY NORTON CO,0001082816
NANOGEN INC,0001030339
WACKENHUT CORP,0000104030
SMITHFIELD FOODS INC,0000091388
GRANITE CONSTRUCTION INC,0000861459
FIRST TENNESSEE NATIONAL CORP,0000036966
OREGON TRAIL FINANCIAL CORP,0001041122
DISCOVERY LABORATORIES INC,0000946486
WEBCO INDUSTRIES INC,0000916314
VARIAN INC,0001079028
RIVIERA HOLDINGS CORP,0000899647
PRIMA ENERGY CORP,0000318107
BOWATER INC,0000743368
PRODIGY COMMUNICATIONS CORP,0000824740
DOWNEY FINANCIAL CORP,0000935063
PROVENA FOODS INC,0000814139
SENSYTECH INC,0000026537
EXPEDIA INC,0001095357
FIRST OAK BROOK BANCSHARES INC,0000717837
CALIFORNIA INDEPENDENT BANCORP,0000948976
CARDIOTECH INTERNATIONAL INC,0001011060
INTERPLAY ENTERTAINMENT CORP,0001057232
STRATEGIC DISTRIBUTION INC,0000073822
FREEMARKETS INC,0000949968
FIRST MIDWEST BANCORP INC,0000702325
TRANSKARYOTIC THERAPIES INC,0000885259
HOME CITY FINANCIAL CORP,0001022103
LANCASTER COLONY CORP,0000057515
HEALTHEXTRAS INC,0001090403
BAKER MICHAEL CORP,0000009263
EXAR CORP,0000753568
PACIFICNET COM INC,0000815017
BOSTON LIFE SCIENCES INC,0000094784
TRIPATH TECHNOLOGY INC,0001045739
SOUTHWEST BANCORP OF TEXAS INC,0001027258
SECURE COMPUTING CORP,0001001916
IMRGLOBAL CORP,0001021772
VTEL CORP,0000884144
GOLF TRUST OF AMERICA INC,0001024126
SABA SOFTWARE INC,0001070380
ACCREDO HEALTH INC,0001068887
AMPLIDYNE INC,0001016151
LIFETIME HOAN CORP,0000874396
NATIONAL WIRELESS HOLDINGS INC,0000915016
COGNEX CORP,0000851205
LOWRANCE ELECTRONICS INC,0000804073
IMMUNOMEDICS INC,0000722830
CURTISS WRIGHT CORP,0000026324
SUNRISE TELECOM INC,0000907152
DIGITAL WORLD ACQUISITION CORP,0001849635
HUBBELL INC,0000048898
KOSS CORP,0000056701
FIRST ESSEX BANCORP INC,0000808246
GRANITE BROADCASTING CORP,0000839621
PHARMANETICS INC,0001072546
PRINTRONIX INC,0000311505
ISLE OF CAPRI CASINOS INC,0000863015
STIFEL FINANCIAL CORP,0000720672
CARDIAC SCIENCE INC,0000876188
JUNIPER GROUP INC,0000864921
INTEGRAL VISION INC,0000719152
GREAT LAKES AVIATION LTD,0000914397
T NETIX INC,0000929757
ALLIED HEALTHCARE PRODUCTS INC,0000874710
LIGHTPATH TECHNOLOGIES INC,0000889971
GRAND CENTRAL FINANCIAL CORP,0001070680
PRIME HOSPITALITY CORP,0000080293
HYDRIL CO,0001116030
COLE KENNETH PRODUCTIONS INC,0000921691
AMERICAN MEDICAL ALERT CORP,0000700721
MANITOWOC CO INC,0000061986
CAGLES INC,0000016104
ODETICS INC,0000350868
QUIGLEY CORP,0000868278
LOCAL FINANCIAL CORP,0001047125
WESTCOAST HOSPITALITY CORP,0001052595
RICA FOODS INC,0000789881
GENTIVA HEALTH SERVICES INC,0001096142
MILLER HERMAN INC,0000066382
NEORX CORP,0000755806
FIRSTFED BANCORP INC,0000876947
APERIAN INC,0000068619
MIDWEST EXPRESS HOLDINGS INC,0000948845
BELLWETHER EXPLORATION CO,0000319459
CHARLOTTE RUSSE HOLDING INC,0001092006
INTRENET INC,0000778161
FIRST NILES FINANCIAL INC,0001065823
POSSIS MEDICAL INC,0000079677
GENUS INC,0000837913
TRIANGLE PHARMACEUTICALS INC,0001022622
NETSMART TECHNOLOGIES INC,0001011028
METRETEK TECHNOLOGIES INC,0000882154
LINCARE HOLDINGS INC,0000882235
QUAKER CITY BANCORP INC,0000912465
COMPUTRAC INC,0000720507
DREXLER TECHNOLOGY CORP,0000030140
TRAVELOCITY COM INC,0001104172
VIISAGE TECHNOLOGY INC,0001018332
STEEL DYNAMICS INC,0001022671
CARECENTRIC INC,0000896157
KENTUCKY ELECTRIC STEEL INC,0000910394
ALLCITY INSURANCE CO,0000003642
INTRABIOTICS PHARMACEUTICALS INC,0001103390
IRVINE SENSORS CORP,0000357108
CIRCOR INTERNATIONAL INC,0001091883
THREE FIVE SYSTEMS INC,0000032272
ENTERCOM COMMUNICATIONS CORP,0001067837
BIO AQUA SYSTEMS INC,0001089590
COLONIAL BANKSHARES INC,0001317019
CAPITOL FEDERAL FINANCIAL,0001490906
GREY GLOBAL GROUP INC,0000043952
PREMIER FINANCIAL BANCORP INC,0000887919
LAKELAND INDUSTRIES INC,0000798081
NSD BANCORP INC,0000898624
COMPUWARE CORP,0000859014
DYCOM INDUSTRIES INC,0000067215
GYMBOREE CORP,0000786110
EASTMAN KODAK CO,0000031235
CONSOLIDATED STORES CORP,0000768835
HI TECH PHARMACAL CO INC,0000887497
WIDEPOINT CORP,0001034760
BIOSOURCE INTERNATIONAL INC,0000860451
PARK OHIO HOLDINGS CORP,0000076282
AVENUE ENTERTAINMENT GROUP INC,0001023298
CHORDIANT SOFTWARE INC,0001042134
SWITCHBOARD INC,0001085223
NORTH PITTSBURGH SYSTEMS INC,0000764765
QUALSTAR CORP,0000758938
FIRST INDIANA CORP,0000789670
ETHAN ALLEN INTERIORS INC,0000896156
UNION FINANCIAL BANCSHARES INC,0000926164
ABATIX CORP,0000845779
MACROVISION CORP,0001027443
TAG IT PACIFIC INC,0001047881
FIBERMARK INC,0000887591
GOOD TIMES RESTAURANTS INC,0000825324
CHICAGO PIZZA & BREWERY INC,0001013488
GALLERY OF HISTORY INC,0000763730
VECTOR GROUP LTD,0000059440
ENNIS BUSINESS FORMS INC,0000033002
MIDSOUTH BANCORP INC,0000745981
OMNOVA SOLUTIONS INC,0001090061
NEWELL RUBBERMAID INC,0000814453
HEARX LTD,0000821536
INTEST CORP,0001036262
SUN BANCORP INC,0001017793
SEACHANGE INTERNATIONAL INC,0001019671
ALLIED DEVICES CORP,0000869495
EXELIXIS INC,0000939767
CERNER CORP,0000804753
NETWORK EQUIPMENT TECHNOLOGIES,0000752431
MARKETING SERVICES GROUP INC,0000014280
WESBANCO INC,0000203596
AVANEX CORP,0001056794
MERCURY AIR GROUP INC,0000052532
NX NETWORKS INC,0000889237
LEGGETT & PLATT INC,0000058492
NORTEK INC,0000072423
ON POINT TECHNOLOGY SYSTEMS INC,0000896195
POLYPHASE CORP,0000748212
POORE BROTHERS INC,0000944508
NORDSON CORP,0000072331
ONEIDA LTD,0000074585
PALATIN TECHNOLOGIES INC,0000911216
EXULT INC,0001108341
XPEDIOR INC,0001096287
POINTE FINANCIAL CORP,0000917331
NAVIGATORS GROUP INC,0000793547
PALIGENT INC,0000885475
COORSTEK INC,0001095603
PEOPLES BANCTRUST CO INC,0000762128
HAMPSHIRE GROUP LTD,0000887150
CHICOS FAS INC,0000897429
SYKES ENTERPRISES INC,0001010612
VALENTIS INC,0000932352
NEENAH PAPER INC,0001296435
RAMBUS INC,0000917273
INFONET SERVICES CORP,0001096512
BANC STOCK GROUP INC,0000909108
DIGITAL IMPACT INC,0001095105
INNOVATIVE MEDICAL SERVICES,0001006028
ENVIRONMENTAL SAFEGUARDS INC,0001017616
SYNQUEST INC,0001082397
MOLEX INC,0000067472
SYMS CORP,0000724742
BUCKLE INC,0000885245
SPEEDUS COM INC,0001002520
TELEMATE NET SOFTWARE INC,0001088214
GUITAR CENTER INC,0001021113
VIDEO NETWORK COMMUNICATIONS INC,0000944310
NETGURU INC,0001015920
MOORE HANDLEY INC,0000788951
VALENCE TECHNOLOGY INC,0000885551
PEMSTAR INC,0000924829
SPECTRUM CONTROL INC,0000092769
ASHWORTH INC,0000820774
NUCENTRIX BROADBAND NETWORKS INC,0000917707
TEAMSTAFF INC,0000785557
SPAN AMERICA MEDICAL SYSTEMS INC,0000718924
DELTA FINANCIAL CORP,0001021848
ARTESIAN RESOURCES CORP,0000863110
VANS INC,0000877273
EPLUS INC,0001022408
ELECTRONIC TELE COMMUNICATIONS,0000773547
MERGE TECHNOLOGIES INC,0000944765
UNIVIEW TECHNOLOGIES CORP,0000755229
ALTEON INC,0000878903
BISYS GROUP INC,0000883587
SWISS ARMY BRANDS INC,0000731947
PEMCO AVIATION GROUP INC,0000771729
CYPRESS SEMICONDUCTOR CORP,0000791915
COMPUTER TASK GROUP INC,0001042368
CALGON CARBON CORP,0000812701
BROOKS AUTOMATION INC,0000933974
KENNAMETAL INC,0000055242
SCHLOTZSKYS INC,0001002178
TUFCO TECHNOLOGIES INC,0000895329
MERRIMAC INDUSTRIES INC,0000706864
CAMBRIDGE HEART INC,0000913443
AMERICAN RETIREMENT CORP,0000787784
ALLIANCE GAMING CORP,0000002491
HERITAGE COMMERCE CORP,0001053352
VITAMINSHOPPE COM INC,0001090156
TELENETICS CORP,0000810018
AMERICAN HEALTHWAYS INC,0000704415
BIOTIME INC,0000876343
BIGSTAR ENTERTAINMENT INC,0001058430
COHESANT TECHNOLOGIES INC,0000928420
ZOOM TELEPHONICS INC,0000822708
RICHARDSON ELECTRONICS LTD,0000355948
MCSI INC,0001023519
CATAPULT COMMUNICATIONS CORP,0001063085
SKYWEST INC,0000793733
DREYERS GRAND ICE CREAM INC,0000352305
KEYNOTE SYSTEMS INC,0001032761
TRACK DATA CORP,0000922811
CORRECTIONAL SERVICES CORP,0000914670
KENSEY NASH CORP,0001002811
HARVEY ENTERTAINMENT CO,0000904350
IMPCO TECHNOLOGIES INC,0000790708
BRIGHAM EXPLORATION CO,0001034755
WAUSAU MOSINEE PAPER CORP,0000105076
TRANSPRO INC,0000948844
RAINBOW RENTALS INC,0001058441
WIRELESS TELECOM GROUP INC,0000878828
BANDAG INC,0000009534
DIRECT INSITE CORP,0000879703
MULTIPLE ZONES,0001013786
NETSCOUT SYSTEMS INC,0001078075
V ONE CORP,0001008946
HOMESERVICES COM INC,0001090445
UNIT CORP,0000798949
WATERS INSTRUMENTS INC,0000104987
PHARSIGHT CORP,0001040853
WORLDGATE COMMUNICATIONS INC,0001030058
SCIENTIFIC TECHNOLOGIES INC,0000708250
NATIONAL HEALTHCARE CORP,0001047335
ANSOFT CORP,0000849433
TRIPOS INC,0000920691
SAPIENT CORP,0001008817
NEOPHARM INC,0000942788
BIO VASCULAR INC,0000780127
RADIAN GROUP INC,0000890926
INDUSTRIAL RUBBER PRODUCTS,0001056093
ASTRONICS CORP,0000008063
PROCOM TECHNOLOGY INC,0001025711
DRYCLEAN USA INC,0000065312
FLIR SYSTEMS INC,0000354908
EPIMMUNE INC,0000822206
OPINION RESEARCH CORP,0000911673
CARRIAGE SERVICES INC,0001016281
TOYMAX INTERNATIONAL INC,0001044010
KAISER ALUMINUM CORP,0000811596
SUPERVALU INC,0000095521
ALDILA INC,0000902272
KLAMATH FIRST BANCORP INC,0000946924
WINMILL & CO INC,0000052234
CLOSURE MEDICAL CORP,0001016006
COMMUNITY WEST BANCSHARES,0001051343
BRAINSTORM CELL THERAPEUTICS INC,0001137883
CERBCO INC,0000826821
DURECT CORP,0001082038
EUNIVERSE INC,0001088244
RESOURCE BANKSHARES CORP,0001065002
KELLY SERVICES INC,0000055135
HAWK CORP,0000849240
SCHAWK INC,0000719164
POMEROY COMPUTER RESOURCES INC,0000883979
ADVANCED MAGNETICS INC,0000792977
MONRO MUFFLER BRAKE INC,0000876427
VENTURE CATALYST INC,0000318291
RESPIRONICS INC,0000780434
VASOMEDICAL INC,0000839087
SILVERLEAF RESORTS INC,0001033032
METROCORP BANCSHARES INC,0001068300
INTEGRAMED AMERICA INC,0000885988
SOFTWARE SPECTRUM INC,0000875173
JAKKS PACIFIC INC,0001009829
NEW JERSEY RES,0000356309
TELIK INC,0001109196
ODYSSEY HEALTHCARE INC,0001129623
RITE AID CORP,0000084129
AMERICAN SOFTWARE INC,0000713425
POLYMER GROUP INC,0000927417
CREATIVE HOST SERVICES INC,0000933098
LOUISIANA PACIFIC CORP,0000060519
FIRST HEALTH GROUP CORP,0000812910
INFOGRAMES INC,0001002607
HARBOR FLORIDA BANCSHARES INC,0001029407
VOLT INFORMATION SCIENCES INC,0000103872
GLENAYRE TECHNOLOGIES INC,0000808918
WD 40 CO,0000105132
AMTECH SYSTEMS INC,0000720500
E CRUITER COM INC,0001095266
MET PRO CORP,0000065201
TECHSYS INC,0000922488
POWER INTEGRATIONS INC,0000833640
FULLER H B CO,0000039368
MERISTAR HOTELS & RESORTS INC,0001059341
STILWELL FINANCIAL INC,0001065865
BITWISE DESIGNS INC,0000885074
SOUTHWEST GEORGIA FINANCIAL CORP,0000315849
CADMUS COMMUNICATIONS CORP,0000745274
BLUEPRINT MEDICINES CORP,0001597264
INNOTRAC CORP,0001051114
AMERICAN BILTRITE INC,0000004611
HARRIS INTERACTIVE INC,0001094238
NUMERICAL TECHNOLOGIES INC,0001091226
ERESOURCE CAPITAL GROUP INC,0000722839
CALYPTE BIOMEDICAL CORP,0000899426
RUSS BERRIE & CO,0000739878
ADVEST GROUP INC,0000319489
FALCON PRODUCTS INC,0000034339
BARNESANDNOBLE COM INC,0001069665
HARLEYSVILLE GROUP INC,0000792013
FIREPOND INC,0001098574
CITADEL SECURITY SOFTWARE INC,0001164552
MIKOHN GAMING CORP,0000912241
WEBLINK WIRELESS INC,0000947268
LASERSCOPE,0000851737
SUPER VISION INTERNATIONAL INC,0000917523
EARTHSHELL CORP,0000911801
EQUITY OIL CO,0000033325
RIGEL PHARMACEUTICALS INC,0001034842
WACKENHUT CORRECTIONS CORP,0000923796
POGO PRODUCING CO,0000230463
ARCH CHEMICALS INC,0001072343
TRAFFIX INC,0001000297
AT ROAD INC,0001109537
EYEGATE PHARMACEUTICALS INC,0001372514
CEPHEID,0001037760
SYNAPTIC PHARMACEUTICAL CORP,0000884939
DAVE & BUSTERS INC,0000943823
CONCEPTUS INC,0000896778
RELIANCE STEEL & ALUMINUM CO,0000861884
MYERS INDUSTRIES INC,0000069488
OMNIVISION TECHNOLOGIES INC,0001106851
LEARN2 COM INC,0000920038
PACKAGED ICE INC,0000917731
PIONEER COMPANIES INC,0000830141
ACE CASH EXPRESS INC,0000849116
LEAPNET INC,0001015665
MADDEN STEVEN LTD,0000913241
SYNOVUS FINANCIAL CORP,0000018349
SAUCONY INC,0000049401
PEERLESS SYSTEMS CORP,0000897893
TELETECH HOLDINGS INC,0001013880
SUPERGEN INC,0000919722
SONICBLUE INC,0000850519
ARMSTRONG HOLDINGS INC,0001109304
WORONOCO BANCORP INC,0001072886
VIACOM INC,0001339947
DESIGNS INC,0000813298
OMTOOL LTD,0001020579
GENLYTE GROUP INC,0000833076
SUPPORT COM INC,0001104855
PACKETEER INC,0001011344
ASCENDANT SOLUTIONS INC,0001080029
CENTEX CORP,0000018532
ETHYL CORP,0000033656
KANEB SERVICES INC,0000054441
SANDERSON FARMS INC,0000812128
CYBERONICS INC,0000864683
CONSOLIDATED PRODUCTS INC,0000093859
ELECTRO RENT CORP,0000032166
UNION ACCEPTANCE CORP,0000927790
CYBEROPTICS CORP,0000768411
CENTEX CONSTRUCTION PRODUCTS INC,0000918646
HEADHUNTER NET INC,0001065984
AREMISSOFT CORP,0001065152
COPPER MOUNTAIN NETWORKS INC,0001031951
AVOCENT CORP,0001109808
DOCUMENTUM INC,0000930885
BILLING CONCEPTS CORP,0001013706
INNODATA CORP,0000903651
SOFTECH INC,0000354260
GANNETT CO INC,0000039899
ALFA CORP,0000743532
NEOWARE SYSTEMS INC,0000894743
COMMUNITY FINANCIAL CORP,0000850606
LOISLAW COM INC,0001088820
VICON INDUSTRIES INC,0000310056
NORTHLAND CRANBERRIES INC,0000818010
COLDWATER CREEK INC,0001018005
INFONAUTICS INC,0000909494
PACIFIC CONTINENTAL CORP,0001084717
FARGO ELECTRONICS INC,0001098834
IMAGEWARE SYSTEMS INC,0000941685
OMEGA WORLDWIDE INC,0001051964
CONTINENTAL MATERIALS CORP,0000024104
TOLLGRADE COMMUNICATIONS INC,0001002531
C BRIDGE INTERNET SOLUTIONS INC,0001088570
TELETOUCH COMMUNICATIONS INC,0000928659
INTERDENT INC,0001072765
GOTO COM INC,0001060439
GEORGIA GULF CORP,0000805264
HARSCO CORP,0000045876
DIRECT FOCUS INC,0001078207
COMPUDYNE CORP,0000022912
PRIMUS KNOWLEDGE SOLUTIONS INC,0001067797
EAGLE WIRELESS INTERNATIONAL INC,0001023139
ADAPTEC INC,0000709804
HANOVER COMPRESSOR CO,0000909413
TUT SYSTEMS INC,0000878436
CIBER INC,0000918581
VIATEL INC,0000945771
COMFORT SYSTEMS USA INC,0001035983
ALPHARMA INC,0000730469
ALPHA INDUSTRIES INC,0000004127
NETCURRENTS INC,0000854937
BRITESMILE INC,0000866734
INDUS INTERNATIONAL INC,0001041333
SURMODICS INC,0000924717
ANAREN MICROWAVE INC,0000006314
E LOAN INC,0001082337
PROVINCE HEALTHCARE CO,0001044942
AIRBORNE INC,0000003000
HEARST ARGYLE TELEVISION INC,0000949536
SPATIALIGHT INC,0000881468
MAGNA ENTERTAINMENT CORP,0001093273
ALLAIRE CORP,0001016139
MAINE PUBLIC SERVICE CO,0000061611
NAVIGANT CONSULTING INC,0001019737
AULT INC,0000723639
PROTECTIVE LIFE CORP,0000355429
CHEESECAKE FACTORY INC,0000887596
CORVIS CORP,0001060490
STATION CASINOS INC,0000898660
PILGRIMS PRIDE CORP,0000802481
PENFORD CORP,0000739608
FARMERS CAPITAL BANK CORP,0000713095
SAMES CORP,0000012180
CELL GENESYS INC,0000865231
OHIO CASUALTY CORP,0000073952
AMERICAN REALTY INVESTORS INC,0001102238
MORGAN FUNSHARES INC,0000916687
EPIQ SYSTEMS INC,0001027207
OPTICARE HEALTH SYSTEMS INC,0000311046
FIRST FRANKLIN CORP,0000742161
KOHLS CORP,0000885639
NUWAVE TECHNOLOGIES INC,0001009802
WINTON FINANCIAL CORP,0000857907
U S PHYSICAL THERAPY INC,0000885978
ROFIN SINAR TECHNOLOGIES INC,0001019361
LEGALZOOM COM INC,0001286139
AVIS GROUP HOLDINGS INC,0001040445
